source,category,sub_category,product_name,product_link,price,brand,item_weight
noon,Grocery,"creal,oats,Jams&Honey",El Mordjene - Gourmet Hazelnut Spread - 700gm,https://www.noon.com/egypt-en/el-mordjene-gourmet-hazelnut-spread-700gm/ZE5677A7D35E3C270D968Z/p/?o=ze5677a7d35e3c270d968z-1,699.75,El Mordjene,700g  |  EGP 99.96/100g
noon,Grocery,"creal,oats,Jams&Honey",Sesame Halawa with Pistachio 250g,https://www.noon.com/egypt-en/sesame-halawa-with-pistachio-250g/ZA84EE19DBDFF8B30953EZ/p/?o=za84ee19dbdff8b30953ez-1,90,Halwani Bros,250g  |  EGP 36.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Protein Flex Brownies Pops 250g,https://www.noon.com/egypt-en/protein-flex-brownies-pops-250g/ZED634AA5FC7C5324DDCFZ/p/?o=zed634aa5fc7c5324ddcfz-1,76,Real,250g  |  EGP 30.40/100g
noon,Grocery,"creal,oats,Jams&Honey",Bran Flakes 400 grams,https://www.noon.com/egypt-en/bran-flakes-400-grams/Z2144CDACCDA60FA77DFAZ/p/?o=z2144cdaccda60fa77dfaz-1,92,Imtenan,400g  |  EGP 23.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Arkan Halawa with Chocolate – 400g Sweet Sesame Dessert – Authentic Middle Eastern Confection,https://www.noon.com/egypt-en/arkan-halawa-with-chocolate-400g-sweet-sesame-dessert-authentic-middle-eastern-confection/ZB252F3214C55179FD316Z/p/?o=zb252f3214c55179fd316z-1,105,ARKAN,300g  |  EGP 35.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Tropical Flavour Muesli 350grams,https://www.noon.com/egypt-en/tropical-flavour-muesli-350grams/N12280411A/p/?o=f32108a936a1216e,136,Sante,350g  |  EGP 38.86/100g
noon,Grocery,"creal,oats,Jams&Honey","Chocolate spread from X Spread with natural hazelnut pieces, 350 g.",https://www.noon.com/egypt-en/chocolate-spread-from-x-spread-with-natural-hazelnut-pieces-350-g/ZFF638991D748CB593F57Z/p/?o=zff638991d748cb593f57z-1,90,Mozn,350g  |  EGP 25.71/100g
noon,Grocery,"creal,oats,Jams&Honey",Healthy Spread  Chocolate Original with Hazelnut 375 gm,https://www.noon.com/egypt-en/healthy-spread-chocolate-original-with-hazelnut-375-gm/Z6A8CACC9AD838D13AC9EZ/p/?o=z6a8cacc9ad838d13ac9ez-1,200,Milkato,375g  |  EGP 53.33/100g
noon,Grocery,"creal,oats,Jams&Honey",عسل سدر جبلي طبيعي فاخر – 400 جم | نقي، صحي، أصيل,https://www.noon.com/egypt-en/400/Z2E6F9211FA9DB57EE875Z/p/?o=z2e6f9211fa9db57ee875z-1,550,,1000g  |  EGP 55.00/100g
noon,Grocery,"creal,oats,Jams&Honey",Vitrac Fig Light Jam 220grams,https://www.noon.com/egypt-en/vitrac-fig-light-jam-220grams/N29595074A/p/?o=f301cf23701c09aa,40.25,Vitrac,220g  |  EGP 18.30/100g
noon,Grocery,"creal,oats,Jams&Honey",Oat Flakes 500grams,https://www.noon.com/egypt-en/oat-flakes-500grams/N42868058A/p/?o=fa596822310f960a,72,Class A,500g  |  EGP 14.40/100g
noon,Grocery,"creal,oats,Jams&Honey",Chocolate Hazelnut Crunchy Spread 300g,https://www.noon.com/egypt-en/chocolate-hazelnut-crunchy-spread-300g/Z6BE59A081E5D6B7F1A38Z/p/?o=dbb6c0d85557cc3f,106,El bawadi,300g  |  EGP 35.33/100g
